,CB-C-1,CB-C-4,CB-C-5,CB-C-6,CB-C-7,CB-C-8,CB-C-9,CB-C-10,CB-SA-1,CB-SA-2,CB-SA-3,CB-SA-4,CB-SA-5,CB-SA-6,CB-SA-7,CB-SA-8,CB-SA-11
#CLASS,Control,Control,Control,Control,Control,Control,Control,Control,Infected,Infected,Infected,Infected,Infected,Infected,Infected,Infected,Infected
ENSG00000117862,313,301,533,257,138,236,414,206,359,219,284,462,341,253,501,694,274
ENSG00000117868,54,44,107,56,27,54,137,33,59,65,57,103,120,40,92,173,69
ENSG00000117877,11,7,23,6,5,7,12,6,9,4,4,9,8,6,7,20,12
ENSG00000117899,60,48,131,41,27,50,79,39,55,43,49,101,67,39,88,240,42
ENSG00000117906,161,69,248,124,20,69,138,33,65,77,128,63,110,44,175,265,74
ENSG00000117971,2,0,1,1,1,1,3,1,1,0,1,3,1,0,1,6,0
ENSG00000117983,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,12,0
ENSG00000117984,1346,809,2103,1785,1715,1350,2206,2385,2643,2450,1122,3154,1755,1502,3278,4799,2415
ENSG00000118004,3,0,0,8,2,0,3,28,4,1,0,1,5,0,8,35,4
ENSG00000118007,33,16,43,32,10,18,46,11,35,25,24,47,36,18,45,85,40
ENSG00000118017,2,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0
ENSG00000118046,915,676,1296,2150,834,698,973,848,2702,763,712,661,732,888,980,1056,840
ENSG00000118058,40,32,45,43,21,40,58,34,36,42,59,117,74,90,61,131,53
ENSG00000118094,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0
ENSG00000118096,31,21,43,19,13,15,32,28,11,13,19,46,37,17,27,49,25
ENSG00000118113,350,23,529,372,458,36,699,564,1365,915,16,175,131,110,3445,942,996
ENSG00000118137,0,0,0,0,0,0,3,0,0,2,0,0,0,6,2,1,0
ENSG00000118156,0,0,0,0,1,0,0,0,0,0,1,2,0,0,3,0,0
ENSG00000118160,0,0,0,2,1,0,1,0,0,0,1,0,1,0,0,0,0
ENSG00000118162,105,30,147,132,41,32,64,147,50,85,77,65,43,55,86,262,67
ENSG00000118181,19749,9779,23282,13376,6445,10476,11750,8650,8882,13559,11127,10764,9622,8999,14600,37471,12273
ENSG00000118193,2,0,3,5,0,0,1,1,2,2,0,0,1,0,2,1,3
ENSG00000118194,3,0,6,0,1,2,1,5,1,0,3,0,2,0,1,38,1
ENSG00000118197,99,57,119,120,26,55,98,64,123,75,61,216,92,55,128,291,100
ENSG00000118200,5,1,8,4,1,4,6,1,2,2,6,3,9,3,5,21,7
ENSG00000118217,56,50,78,73,29,48,92,42,82,52,45,133,70,48,81,144,76
ENSG00000118231,0,0,3,0,0,0,0,6,0,3,0,0,0,0,0,0,2
ENSG00000118242,10,2,13,26,4,25,22,9,12,8,20,21,26,9,39,25,18
ENSG00000118245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000118246,28,29,35,30,19,20,51,30,34,26,36,62,32,21,59,115,20
ENSG00000118257,38,5,44,9,3,5,24,7,4,2,7,1,7,9,4,35,7
ENSG00000118260,140,76,150,246,70,133,197,99,221,155,153,261,176,141,182,121,162
ENSG00000118263,32,26,37,56,26,38,67,46,43,61,43,171,100,27,105,124,99
ENSG00000118271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000118276,6,1,6,2,1,2,5,1,2,3,3,38,4,11,60,31,5
ENSG00000118292,65,8,106,5,2,9,9,11,4,5,14,14,17,2,12,98,9
ENSG00000118298,12,1,21,0,1,1,5,1,12,1,3,12,1,6,3,12,12
ENSG00000118307,1,3,2,1,2,1,2,5,2,2,2,21,1,2,1,18,3
ENSG00000118308,244,191,252,262,164,273,471,142,412,267,328,852,452,322,654,539,466
ENSG00000118322,2,1,1,3,1,0,5,3,5,1,1,3,1,1,1,4,3
ENSG00000118363,608,502,1122,613,240,320,625,361,851,455,428,594,666,362,854,1221,307
ENSG00000118369,23,12,55,15,11,22,34,11,20,16,28,32,34,22,41,71,19
ENSG00000118402,1,0,1,2,0,1,3,0,1,0,2,2,3,1,2,3,2
ENSG00000118407,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,5,0
ENSG00000118412,28,17,37,21,7,16,25,10,17,13,26,26,44,8,44,36,28
ENSG00000118418,277,134,354,103,71,138,187,100,160,142,165,210,147,170,221,547,208
ENSG00000118420,12,6,24,12,4,6,12,5,7,7,10,15,7,5,7,31,10
ENSG00000118432,1,0,1,0,0,0,3,0,2,1,0,1,2,1,0,2,4
ENSG00000118434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000118454,63,18,73,69,13,24,43,15,57,27,32,31,52,20,51,49,32
ENSG00000118473,23,156,318,1054,178,180,281,274,479,538,163,137,231,265,73,91,181
ENSG00000118482,73,35,81,114,21,36,67,37,85,69,56,105,93,35,83,119,86
ENSG00000118491,1,0,1,0,0,0,3,1,0,0,2,0,0,0,0,2,3
ENSG00000118492,1,1,2,2,2,1,2,5,2,2,2,6,2,1,3,6,3
ENSG00000118495,21,14,25,17,6,26,38,5,29,15,28,60,27,15,74,91,43
ENSG00000118496,42,18,128,261,11,18,43,30,204,38,26,17,32,12,47,43,55
ENSG00000118503,54,70,98,39,18,83,152,17,89,45,75,83,172,82,122,213,115
ENSG00000118507,66,74,138,210,33,43,83,80,129,105,99,55,77,39,110,86,61
ENSG00000118508,586,383,1018,162,183,252,358,354,469,249,183,461,398,216,586,875,311
ENSG00000118513,31,6,52,22,10,8,32,36,44,36,39,35,17,17,97,70,57
ENSG00000118514,2,1,6,123,25,21,21,65,94,23,6,13,10,15,3,29,15
ENSG00000118515,192,140,213,202,85,217,231,112,269,238,164,415,522,148,269,354,166
ENSG00000118518,137,54,136,98,47,111,210,38,133,81,119,153,211,63,228,223,265
ENSG00000118520,856,275,1302,1535,742,279,1218,1261,2621,930,353,295,607,396,2252,881,1259
ENSG00000118523,919,0,1919,0,0,3,0,0,0,0,2,0,6,0,0,105,12
ENSG00000118526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266,0
ENSG00000118557,2,2,8,8,1,5,7,1,1,16,12,14,17,6,8,31,14
ENSG00000118564,496,568,753,565,322,523,1068,434,1071,630,494,1437,939,557,1396,981,923
ENSG00000118579,152,188,220,136,34,59,184,96,109,55,115,108,81,45,98,138,76
ENSG00000118596,58,26,25,40,21,24,44,25,74,28,43,48,44,11,36,25,42
ENSG00000118600,73,33,64,33,14,29,61,15,35,23,59,46,79,20,49,97,40
ENSG00000118620,23,12,23,20,8,10,23,24,19,11,17,34,29,8,29,49,16
ENSG00000118640,403,557,567,310,412,701,847,707,681,579,700,802,661,596,1463,2152,490
ENSG00000118655,1,2,2,4,1,2,3,1,1,1,5,1,2,1,1,2,3
ENSG00000118680,3957,1895,6033,3766,1559,1599,3272,2504,4336,2491,2255,2006,2612,1954,3803,4851,2015
ENSG00000118689,1023,371,866,1300,416,397,646,744,1393,717,479,341,478,368,421,339,590
ENSG00000118690,3,12,19,13,7,11,25,9,18,36,23,28,20,19,20,30,18
ENSG00000118702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000118705,600,186,1053,265,180,225,372,277,286,293,272,442,352,216,428,1304,338
ENSG00000118707,75,60,93,53,16,68,75,30,54,69,56,134,57,39,102,157,53
ENSG00000118729,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0
ENSG00000118733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000118762,20,6,31,13,4,12,18,5,13,10,16,21,27,6,36,40,18
ENSG00000118777,178,69,196,305,52,63,117,56,371,95,117,27,66,69,93,141,87
ENSG00000118785,41,3,2,13,6,24,51,1,6,451,18,22,17,4,10,282,20
ENSG00000118804,15,1,30,4,5,2,4,12,15,4,3,7,3,4,46,36,19
ENSG00000118816,3443,2218,3616,6147,2224,2532,3343,4506,3717,3349,2522,3987,3432,1935,2532,3203,2356
ENSG00000118849,24,0,75,0,0,0,1,9,4,0,0,0,0,0,0,21,41
ENSG00000118855,267,167,396,307,78,129,227,103,289,174,228,307,263,103,333,494,188
ENSG00000118873,34,25,47,29,14,24,44,28,37,36,28,50,47,25,55,79,38
ENSG00000118894,11,21,27,26,15,24,44,23,17,26,38,51,30,25,38,93,24
ENSG00000118898,17,11,24,19,34,9,20,20,29,10,20,68,79,50,39,76,46
ENSG00000118900,128,59,157,114,79,85,176,115,188,158,96,323,171,94,216,219,149
ENSG00000118903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000118922,13,8,16,16,5,18,27,5,12,20,22,25,39,13,35,30,21
ENSG00000118939,112,82,155,130,35,53,119,62,99,112,103,105,91,45,140,378,54
ENSG00000118946,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
ENSG00000118960,72,57,174,64,60,87,143,90,106,100,83,233,102,98,166,293,103
ENSG00000118961,24,14,39,29,7,12,28,15,38,16,34,31,31,16,25,62,40
ENSG00000118965,7,4,8,4,2,5,10,1,4,4,9,6,10,3,8,8,5
ENSG00000118971,17,9,10,9,16,17,37,33,15,27,36,46,34,15,60,42,14
ENSG00000118972,5,3,5,1,1,1,1,2,2,1,1,3,3,1,1,5,1
ENSG00000118976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000118985,143,71,364,700,70,44,137,108,452,116,153,65,128,71,180,147,185
ENSG00000118990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000118997,1,0,0,3,0,0,0,0,3,0,0,3,0,0,1,1,1
ENSG00000119004,26,26,33,21,14,22,38,21,28,37,36,57,49,17,43,66,38
ENSG00000119013,1114,341,1002,988,259,311,798,475,912,696,504,316,705,364,1295,797,934
ENSG00000119041,76,74,158,150,87,60,145,45,51,137,161,132,171,25,169,272,78
ENSG00000119042,9,0,8,0,1,0,1,2,1,1,2,3,5,1,3,4,3
ENSG00000119048,5378,1730,4704,2951,1472,2097,2452,1407,4080,2357,2030,1420,2434,1477,2116,1229,1631
ENSG00000119121,8,5,8,7,6,9,10,13,15,11,7,19,12,9,13,14,19
ENSG00000119125,1,0,5,0,1,2,1,2,0,1,2,1,2,0,0,21,1
ENSG00000119138,23,11,47,12,3,14,15,1,28,11,9,29,22,6,17,56,13
ENSG00000119139,35,7,92,12,3,8,15,6,11,13,5,17,29,6,16,47,21
ENSG00000119147,12,5,0,6,1,6,2,0,3,2,22,20,3,5,6,22,5
ENSG00000119185,244,212,477,148,114,118,289,111,231,125,203,238,291,109,317,515,170
ENSG00000119203,101,60,216,96,41,46,94,50,121,78,59,105,93,68,102,236,66
ENSG00000119227,17,20,38,4,16,8,12,26,18,9,18,16,11,10,19,32,10
ENSG00000119231,31,23,61,73,20,31,61,13,80,48,50,134,60,36,77,109,61
ENSG00000119242,69,47,103,19,59,37,55,32,57,73,68,57,72,97,61,211,66
ENSG00000119280,53,11,85,57,10,18,11,9,32,16,19,22,29,12,9,85,16
ENSG00000119283,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ENSG00000119285,20,10,29,16,6,9,20,7,20,13,14,26,18,10,18,52,19
ENSG00000119314,84,61,106,78,35,83,145,37,101,101,80,224,145,65,213,169,151
ENSG00000119318,266,112,476,483,96,223,279,102,370,292,200,396,322,183,229,461,233
ENSG00000119321,92,70,101,120,122,115,217,48,265,201,92,301,271,126,345,259,180
ENSG00000119326,433,99,740,522,112,162,228,98,532,182,152,186,180,76,122,114,193
ENSG00000119328,64,60,91,133,38,63,103,59,89,69,81,85,66,38,81,144,87
ENSG00000119333,522,43,919,236,64,49,110,145,161,137,69,34,60,89,176,282,93
ENSG00000119335,798,402,1210,533,236,495,731,312,640,368,547,1023,761,421,962,1729,532
ENSG00000119383,997,889,1353,752,327,399,1307,830,644,447,435,652,547,643,487,1726,552
ENSG00000119392,115,52,218,124,57,80,123,65,111,89,94,150,110,83,136,222,102
ENSG00000119396,97,57,143,76,31,79,137,29,118,90,85,140,121,61,143,184,110
ENSG00000119397,51,24,52,55,30,42,63,33,51,62,65,109,81,30,95,146,71
ENSG00000119401,28,9,66,11,4,11,22,7,9,11,17,19,20,8,17,36,24
ENSG00000119402,134,49,216,76,48,88,117,59,133,75,106,111,105,51,170,147,109
ENSG00000119403,209,117,373,249,103,131,297,135,213,185,174,260,161,212,321,497,161
ENSG00000119408,118,46,239,45,35,69,88,35,88,72,60,139,130,75,141,82,130
ENSG00000119411,3,2,8,30,4,3,5,9,14,8,6,10,4,5,12,17,4
ENSG00000119414,137,101,200,165,49,84,147,89,141,101,92,181,110,82,161,264,115
ENSG00000119421,304,130,543,179,65,86,162,87,157,132,150,171,111,100,160,342,101
ENSG00000119431,48,43,80,64,36,41,86,114,55,30,54,101,40,58,84,263,45
ENSG00000119440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000119446,48,20,109,133,22,40,60,50,64,39,45,52,71,38,82,62,54
ENSG00000119457,16,19,24,10,18,37,39,13,23,25,16,85,61,23,32,46,30
ENSG00000119471,86,69,101,79,45,55,102,72,136,90,60,197,92,60,153,160,146
ENSG00000119487,217,102,350,368,140,130,247,211,328,179,194,335,228,130,235,457,180
ENSG00000119508,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1
ENSG00000119509,24,10,39,38,13,12,33,19,18,21,16,36,26,22,26,54,31
ENSG00000119514,10,13,13,11,5,9,32,6,10,8,17,18,20,12,25,28,6
ENSG00000119522,142,83,205,350,198,156,147,223,257,215,89,247,153,140,133,274,237
ENSG00000119523,78,45,116,48,22,51,95,14,66,37,72,59,80,43,103,123,52
ENSG00000119535,4017,3581,4548,6018,5786,7139,13023,8404,10116,6562,6290,26723,10960,8531,15082,14038,12594
ENSG00000119537,34,6,54,8,14,12,30,1,41,7,15,33,22,16,55,57,16
ENSG00000119541,102,73,165,147,35,93,240,75,143,90,139,285,245,67,199,202,186
ENSG00000119547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
ENSG00000119559,144,163,298,270,174,165,275,268,149,175,222,470,227,265,385,616,197
ENSG00000119574,71,60,114,67,72,85,105,121,100,104,88,175,89,97,138,306,91
ENSG00000119596,68,34,96,86,40,63,69,36,76,71,112,126,114,40,64,207,79
ENSG00000119599,46,48,117,28,27,55,69,32,34,25,99,55,48,37,43,128,38
ENSG00000119608,0,0,1,1,0,2,1,0,0,2,1,3,1,1,2,1,0
ENSG00000119614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000119616,176,128,200,158,42,150,243,46,131,102,176,160,190,100,280,304,101
ENSG00000119630,2,2,9,6,5,11,8,10,10,3,3,3,4,3,2,1409,3
ENSG00000119632,692,226,1254,75,135,266,199,125,335,186,174,271,183,273,508,762,162
ENSG00000119636,575,337,580,876,346,313,345,291,626,481,283,307,342,360,302,108,527
ENSG00000119638,144,96,253,122,50,73,158,91,158,136,167,208,195,74,200,408,137
ENSG00000119640,75,12,224,88,26,30,77,40,68,55,55,129,59,25,65,213,47
ENSG00000119650,79,24,175,58,28,39,60,21,73,30,59,79,46,64,55,182,51
ENSG00000119655,2135,2254,3844,1271,1360,1688,2141,1353,2063,1444,1369,6759,1556,1933,2521,4123,1022
ENSG00000119660,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
ENSG00000119661,4,6,27,26,4,11,7,28,13,3,10,19,21,4,15,29,12
ENSG00000119669,99,32,162,36,24,72,74,30,113,73,52,92,121,53,113,171,122
ENSG00000119673,89,29,57,15,13,28,64,29,26,36,45,63,42,26,59,119,38
ENSG00000119681,21,8,30,17,8,7,9,8,7,9,4,17,7,8,16,16,17
ENSG00000119682,94,51,135,178,60,99,199,91,174,196,131,309,193,100,260,216,222
ENSG00000119684,84,43,34,27,53,68,64,14,42,38,49,75,96,50,76,164,53
ENSG00000119685,57,11,76,78,18,27,40,44,40,21,91,48,53,32,57,245,40
ENSG00000119686,17,33,16,35,35,37,54,6,34,75,32,62,55,48,40,188,23
ENSG00000119688,129,96,275,170,75,153,266,78,167,146,185,345,228,136,244,532,154
ENSG00000119689,264,115,623,318,104,191,336,74,382,211,279,311,349,213,380,580,252
ENSG00000119698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ENSG00000119699,4,8,7,5,2,12,11,2,12,6,12,12,13,12,43,48,8
ENSG00000119703,0,1,1,2,0,0,0,0,3,1,0,1,0,1,0,7,1
ENSG00000119705,834,159,1293,355,85,79,222,243,276,217,160,155,171,67,268,1016,387
ENSG00000119707,131,93,155,214,91,111,179,217,152,184,153,286,224,96,232,580,209
ENSG00000119711,41,10,53,27,12,32,30,31,30,24,22,31,53,16,31,49,33
ENSG00000119714,18,16,14,31,23,36,31,29,14,36,22,177,33,22,56,93,18
ENSG00000119715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000119718,177,101,439,178,84,125,187,166,193,129,192,228,185,198,221,523,146
ENSG00000119720,26,18,44,32,19,17,33,28,44,42,41,50,43,46,41,97,28
ENSG00000119723,61,26,97,78,17,20,70,37,32,67,37,77,55,18,70,94,37
ENSG00000119725,223,217,396,389,149,197,283,163,484,152,224,195,273,167,364,374,211
ENSG00000119729,116,114,178,94,50,123,150,37,163,121,158,408,210,103,287,295,211
ENSG00000119737,11,2,7,22,0,12,6,1,10,4,11,12,8,4,11,11,9
ENSG00000119760,122,57,179,185,51,85,145,58,129,98,107,142,144,79,184,302,113
ENSG00000119771,2,1,2,1,1,2,6,1,0,2,1,4,1,1,2,12,2
ENSG00000119772,96,53,108,62,44,79,199,43,125,74,132,122,155,93,195,307,82
ENSG00000119777,382,139,953,376,165,210,235,312,255,252,146,454,246,263,290,1349,171
ENSG00000119778,18,13,41,32,10,21,50,16,38,31,33,67,44,14,56,53,38
ENSG00000119782,220,213,331,449,241,147,158,474,423,276,212,188,242,179,204,247,282
ENSG00000119787,42,28,115,187,23,40,112,27,103,54,65,61,111,30,87,122,68
ENSG00000119801,1074,482,1433,1700,371,817,1207,612,2064,756,1018,527,1163,409,1207,851,1234
ENSG00000119812,77,23,234,59,15,31,55,33,63,83,122,68,77,38,140,188,60
ENSG00000119820,178,85,169,126,26,131,142,65,157,82,107,179,115,39,130,186,105
ENSG00000119844,206,171,261,293,141,134,227,261,306,186,169,314,225,158,240,416,211
ENSG00000119862,27,20,102,30,32,24,43,15,62,19,38,84,49,21,71,192,95
ENSG00000119865,74,4,172,39,10,15,22,26,42,31,30,19,5,7,9,93,6
ENSG00000119866,43,30,48,96,30,43,77,150,28,61,87,146,41,41,38,336,33
ENSG00000119878,79,44,132,199,45,35,75,55,148,44,46,56,49,36,78,100,55
ENSG00000119888,2,0,1,3,0,0,2,0,1,2,2,1,1,0,4,12,0
ENSG00000119899,34,15,59,11,7,16,23,9,16,12,18,35,20,13,34,61,28
ENSG00000119900,86,64,112,34,32,75,89,43,87,49,79,193,131,49,195,91,117
ENSG00000119906,52,20,49,34,16,15,37,21,38,32,37,47,60,17,56,84,49
ENSG00000119912,38,16,45,56,13,23,50,19,29,23,19,43,54,17,57,76,51
ENSG00000119913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000119915,10,1,18,0,5,2,6,19,1,3,0,5,4,3,17,11,7
ENSG00000119917,175,46,309,141,51,41,62,32,202,28,30,712,73,65,113,152,69
ENSG00000119919,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0
ENSG00000119922,9,12,18,6,6,23,13,1,18,13,8,497,36,31,91,38,30
ENSG00000119927,9,2,10,6,1,3,7,2,3,3,5,5,6,2,6,11,7
ENSG00000119929,157,77,211,55,43,58,137,56,128,89,115,103,123,89,198,299,87
ENSG00000119938,14,0,20,0,0,0,0,0,0,0,0,0,0,0,0,3,0
ENSG00000119943,77,42,143,155,52,39,66,43,78,161,109,104,52,111,77,178,88
ENSG00000119946,0,0,0,1,1,0,1,1,0,0,1,1,2,0,1,1,2
ENSG00000119950,2765,1114,2948,2619,1161,2054,2709,799,3281,2774,1967,1814,2208,1349,1750,689,2734
ENSG00000119953,102,71,155,121,20,63,87,44,120,71,97,97,114,43,108,143,65
ENSG00000119965,46,16,44,50,5,31,40,15,30,25,13,23,31,19,34,79,31
ENSG00000119969,41,4,34,12,3,3,11,12,13,15,5,19,7,7,16,29,9
ENSG00000119973,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
ENSG00000119977,86,17,157,22,14,36,55,16,39,34,41,67,49,26,46,141,35
ENSG00000119979,132,130,208,86,67,119,239,93,232,154,143,244,238,92,284,271,265
ENSG00000119986,55,2,104,6,9,7,8,4,9,7,5,7,8,3,12,57,11
ENSG00000120008,61,28,117,122,28,53,128,25,96,97,90,126,125,51,130,150,85
ENSG00000120029,54,50,123,101,44,33,58,40,73,52,43,104,65,38,60,144,42
ENSG00000120049,3,20,16,27,2,13,6,16,15,4,6,30,20,14,15,91,25
ENSG00000120051,0,1,3,3,1,1,9,1,4,3,0,8,7,2,2,3,8
ENSG00000120053,95,34,177,193,35,34,77,106,166,75,47,71,38,59,56,185,49
ENSG00000120054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000120057,0,0,2,4,0,1,1,1,2,0,0,1,5,0,1,2,2
ENSG00000120063,126,126,165,131,75,113,200,59,156,109,113,277,166,83,251,245,171
ENSG00000120068,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,12
ENSG00000120071,25,16,36,62,54,51,52,16,120,108,26,79,84,56,124,155,80
ENSG00000120075,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,7,1
ENSG00000120088,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
ENSG00000120093,7,6,12,8,5,17,16,3,8,6,27,14,22,11,31,37,14
ENSG00000120094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000120129,1030,766,1924,628,277,873,759,298,909,5285,435,1935,924,868,1449,7042,794
ENSG00000120137,46,12,87,72,9,20,35,13,156,26,24,29,33,11,40,31,41
ENSG00000120149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,2
ENSG00000120156,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,17,1
ENSG00000120158,142,137,473,707,211,50,204,429,858,135,137,140,77,91,140,291,145
ENSG00000120159,17,15,32,21,4,14,17,3,15,7,17,42,22,15,37,46,27
ENSG00000120160,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6
ENSG00000120162,2,5,5,5,3,8,12,4,6,4,11,11,9,4,13,21,6
ENSG00000120210,0,21,4,18,2,2,4,0,5,0,0,9,3,2,6,6,0
ENSG00000120211,0,1,0,2,0,0,2,0,0,0,0,1,0,1,0,237,0
ENSG00000120215,14,18,4,16,0,17,19,7,21,6,12,96,35,39,34,29,10
ENSG00000120217,49,4,36,9,7,9,11,1,9,2,5,57,9,4,14,57,49
ENSG00000120235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000120242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000120251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000120253,58,46,72,43,28,50,82,27,36,24,47,83,56,28,59,121,35
ENSG00000120254,39,11,66,7,5,5,17,3,17,5,13,8,8,6,15,32,9
ENSG00000120256,40,2,50,16,3,4,4,4,15,4,4,6,5,2,3,43,5
ENSG00000120262,9,10,10,4,5,9,7,6,10,3,24,15,9,3,12,17,8
ENSG00000120265,308,109,558,368,139,182,310,177,450,266,242,229,204,127,335,479,183
ENSG00000120278,8,3,6,1,2,8,5,2,4,3,24,4,5,2,6,16,9
ENSG00000120279,6,3,6,7,3,4,3,3,12,2,2,4,10,2,10,46,13
ENSG00000120280,60,61,94,51,51,55,76,42,92,38,64,130,109,47,113,133,75
ENSG00000120289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000120306,4572,2760,6234,7937,4667,4571,3883,5766,5385,4149,3119,2383,3593,3024,4253,2975,3825
ENSG00000120314,121,53,183,83,51,51,113,78,83,53,104,144,97,69,151,225,70
ENSG00000120318,110,52,142,93,90,85,150,131,207,110,77,402,203,132,279,246,211
ENSG00000120322,5,0,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000120324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000120327,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
ENSG00000120328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000120329,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ENSG00000120332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000120333,78,64,131,61,30,50,86,40,77,44,83,59,94,53,136,137,44
ENSG00000120334,24,10,27,24,7,7,15,4,14,4,8,13,18,9,12,24,10
ENSG00000120337,1,1,4,3,0,1,2,0,4,1,2,0,0,0,3,4,0
ENSG00000120341,13,2,3,0,1,2,1,1,1,1,1,2,4,1,0,3,2
ENSG00000120370,22,6,14,7,4,21,27,1,6,9,31,21,15,6,37,22,57
ENSG00000120436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000120437,179,51,362,115,27,33,69,37,98,39,71,68,35,27,72,154,34
ENSG00000120438,533,356,918,669,222,292,609,253,607,435,459,575,493,313,608,885,381
ENSG00000120440,0,0,1,1,0,0,0,0,0,1,0,1,3,0,0,3,1
ENSG00000120451,99,29,94,128,53,50,95,45,217,60,94,142,112,84,219,183,123
ENSG00000120457,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,7,0
ENSG00000120458,18,19,22,26,9,22,31,10,22,11,31,57,27,18,42,114,23
ENSG00000120471,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1
ENSG00000120498,1,0,1,1,0,1,0,1,1,0,0,0,1,0,0,1,0
ENSG00000120500,1,1,1,1,1,2,1,1,1,1,1,3,6,1,1,17,0
ENSG00000120509,262,83,571,161,59,65,144,91,171,117,111,126,104,89,114,328,75
ENSG00000120519,13,9,15,20,3,12,24,4,20,13,18,17,20,13,28,36,11
ENSG00000120526,28,19,37,12,5,11,20,4,14,9,14,15,19,10,22,47,18
ENSG00000120533,344,95,413,155,87,60,168,90,176,141,139,111,190,68,221,246,186
ENSG00000120539,33,12,73,29,7,5,23,12,26,8,21,17,21,11,27,56,18
ENSG00000120549,8,0,20,0,0,0,0,0,0,0,0,0,0,0,0,12,0
ENSG00000120555,0,10,6,0,0,8,0,0,0,2,8,0,0,0,9,9,2
ENSG00000120563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000120594,44,47,69,79,64,69,103,86,127,89,57,251,189,72,111,216,124
ENSG00000120616,136,89,153,283,76,134,219,69,159,130,173,276,229,98,223,273,97
ENSG00000120645,1,2,7,28,0,1,1,17,20,0,2,11,3,2,9,148,8
ENSG00000120647,62,13,83,54,17,46,60,46,41,19,37,141,61,36,74,134,22
ENSG00000120656,180,107,288,206,111,136,207,184,187,147,119,312,198,127,282,416,202
ENSG00000120658,1,0,1,1,0,1,0,1,0,0,1,0,1,1,0,7,1
ENSG00000120659,3,0,1,2,1,2,5,1,0,2,2,0,3,1,6,3,3
ENSG00000120662,42,35,60,55,26,37,62,19,46,33,70,107,44,22,101,124,69
ENSG00000120669,4,3,5,0,3,0,4,3,1,2,0,0,0,0,5,17,2
ENSG00000120675,47,40,138,46,18,36,35,15,32,32,46,20,39,41,57,74,40
ENSG00000120685,24,19,45,55,7,66,65,10,47,31,58,87,46,47,65,129,40
ENSG00000120686,81,39,76,47,15,47,82,16,54,56,70,88,97,28,152,157,80
